Standort,Raum,ap,apmodel,status,Institut,address,category,extra,latlng,geocoding,location
"TUM, Geb. 5500 (Bauteil 6 ~5506), MaschinenwesenBoltzmannstrasse 1585748 Garching",0602,apa03-0w6,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:39:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5506,"('48.2661199519', '11.6683570294')","(48.265879, 11.67074)","('48.2661199519', '11.6683570294')"
"TUM, Geb. 5500 (Bauteil 6 ~5506), MaschinenwesenBoltzmannstrasse 1585748 Garching",3613,apa10-3w6,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:39:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5506,"('48.2661199519', '11.6683570294')","(48.265879, 11.67074)","('48.2661199519', '11.6683570294')"
"TUM, Geb. 5500 (Bauteil 6 ~5506), MaschinenwesenBoltzmannstrasse 1585748 Garching",3609,apa02-3w6,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:39:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5506,"('48.2661199519', '11.6683570294')","(48.265879, 11.67074)","('48.2661199519', '11.6683570294')"
"TUM, Geb. 5500 (Bauteil 6 ~5506), MaschinenwesenBoltzmannstrasse 1585748 Garching",Rechnerraum 0636,apa05-0w6,Alcatel-Lucent -> OAW-AP324,2019-09-23 08:39:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5506,"('48.2661199519', '11.6683570294')","(48.265879, 11.67074)","('48.2661199519', '11.6683570294')"
"TUM, Geb. 5500 (Bauteil 6 ~5506), MaschinenwesenBoltzmannstrasse 1585748 Garching",3638a,apa05-3w6,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:35:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5506,"('48.2661199519', '11.6683570294')","(48.265879, 11.67074)","('48.2661199519', '11.6683570294')"
"TUM, Geb. 5500 (Bauteil 6 ~5506), MaschinenwesenBoltzmannstrasse 1585748 Garching",1676B,apa06-1w6,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:35:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5506,"('48.2661199519', '11.6683570294')","(48.265879, 11.67074)","('48.2661199519', '11.6683570294')"
"TUM, Geb. 5500 (Bauteil 6 ~5506), MaschinenwesenBoltzmannstrasse 1585748 Garching",0613,apa07-0w6,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:35:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5506,"('48.2661199519', '11.6683570294')","(48.265879, 11.67074)","('48.2661199519', '11.6683570294')"
"TUM, Geb. 5500 (Bauteil 6 ~5506), MaschinenwesenBoltzmannstrasse 1585748 Garching",2613M,apa02-2w6,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:35:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5506,"('48.2661199519', '11.6683570294')","(48.265879, 11.67074)","('48.2661199519', '11.6683570294')"
"TUM, Geb. 5500 (Bauteil 6 ~5506), MaschinenwesenBoltzmannstrasse 1585748 Garching","Raum 2620, 2.OG",apa04-2w6,Alcatel-Lucent -> OAW-AP135,2019-09-23 08:35:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5506,"('48.2661199519', '11.6683570294')","(48.265879, 11.67074)","('48.2661199519', '11.6683570294')"
"TUM, Geb. 5500 (Bauteil 6 ~5506), MaschinenwesenBoltzmannstrasse 1585748 Garching",3641,apa14-3w6,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:35:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5506,"('48.2661199519', '11.6683570294')","(48.265879, 11.67074)","('48.2661199519', '11.6683570294')"
"TUM, Geb. 5500 (Bauteil 6 ~5506), MaschinenwesenBoltzmannstrasse 1585748 Garching",3625 fÃ¼r 3618,apa01-3w6,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:39:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5506,"('48.2661199519', '11.6683570294')","(48.265879, 11.67074)","('48.2661199519', '11.6683570294')"
"TUM, Geb. 5500 (Bauteil 6 ~5506), MaschinenwesenBoltzmannstrasse 1585748 Garching",Windkanal B,apa09-0w6,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:39:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5506,"('48.2661199519', '11.6683570294')","(48.265879, 11.67074)","('48.2661199519', '11.6683570294')"
"TUM, Geb. 5500 (Bauteil 6 ~5506), MaschinenwesenBoltzmannstrasse 1585748 Garching",0635,apa01-0w6,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:39:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5506,"('48.2661199519', '11.6683570294')","(48.265879, 11.67074)","('48.2661199519', '11.6683570294')"
"TUM, Geb. 5500 (Bauteil 6 ~5506), MaschinenwesenBoltzmannstrasse 1585748 Garching",1612M,apa03-1w6,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:35:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5506,"('48.2661199519', '11.6683570294')","(48.265879, 11.67074)","('48.2661199519', '11.6683570294')"
"TUM, Geb. 5500 (Bauteil 6 ~5506), MaschinenwesenBoltzmannstrasse 1585748 Garching",3603,apa06-3w6,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:35:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5506,"('48.2661199519', '11.6683570294')","(48.265879, 11.67074)","('48.2661199519', '11.6683570294')"
"TUM, Geb. 5500 (Bauteil 6 ~5506), MaschinenwesenBoltzmannstrasse 1585748 Garching",0601,apa06-0w6,Alcatel-Lucent -> OAW-AP324,2019-09-23 08:35:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5506,"('48.2661199519', '11.6683570294')","(48.265879, 11.67074)","('48.2661199519', '11.6683570294')"
"TUM, Geb. 5500 (Bauteil 6 ~5506), MaschinenwesenBoltzmannstrasse 1585748 Garching",1602,apa04-1w6,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:39:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5506,"('48.2661199519', '11.6683570294')","(48.265879, 11.67074)","('48.2661199519', '11.6683570294')"
"TUM, Geb. 5500 (Bauteil 6 ~5506), MaschinenwesenBoltzmannstrasse 1585748 Garching",3608,apa07-3w6,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:39:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5506,"('48.2661199519', '11.6683570294')","(48.265879, 11.67074)","('48.2661199519', '11.6683570294')"
"TUM, Geb. 5500 (Bauteil 6 ~5506), MaschinenwesenBoltzmannstrasse 1585748 Garching",2642,apa03-2w6,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:39:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5506,"('48.2661199519', '11.6683570294')","(48.265879, 11.67074)","('48.2661199519', '11.6683570294')"
"TUM, Geb. 5500 (Bauteil 6 ~5506), MaschinenwesenBoltzmannstrasse 1585748 Garching",0608M,apa02-0w6,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:35:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5506,"('48.2661199519', '11.6683570294')","(48.265879, 11.67074)","('48.2661199519', '11.6683570294')"
"TUM, Geb. 5500 (Bauteil 6 ~5506), MaschinenwesenBoltzmannstrasse 1585748 Garching","1628M, 1.OG, MW6, TUM Garching",apa01-1w6,Alcatel-Lucent -> OAW-AP215,2019-09-23 08:35:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5506,"('48.2661199519', '11.6683570294')","(48.265879, 11.67074)","('48.2661199519', '11.6683570294')"
"TUM, Geb. 5500 (Bauteil 6 ~5506), MaschinenwesenBoltzmannstrasse 1585748 Garching",0690C,apa04-0w6,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:39:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5506,"('48.2661199519', '11.6683570294')","(48.265879, 11.67074)","('48.2661199519', '11.6683570294')"
"TUM, Geb. 5500 (Bauteil 6 ~5506), MaschinenwesenBoltzmannstrasse 1585748 Garching","3643, 3.OG, Bau 6, Maschinenwesen, TUM Garching",apa03-3w6,Alcatel-Lucent -> OAW-AP135,2019-09-23 08:39:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5506,"('48.2661199519', '11.6683570294')","(48.265879, 11.67074)","('48.2661199519', '11.6683570294')"
"TUM, Geb. 5500 (Bauteil 1 ~5501), MaschinenwesenBoltzmannstrasse 1585748 Garching","1161m, IWB, TUM Maschinenwesen",apa02-1w1,Alcatel-Lucent -> OAW-AP215,2019-09-23 08:39:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5501,"('48.2652233617', '11.6702587028')","(48.265879, 11.67074)","('48.2652233617', '11.6702587028')"
"TUM, Geb. 5500 (Bauteil 1 ~5501), MaschinenwesenBoltzmannstrasse 1585748 Garching","Halle 0190, LÃ¼ftung rechts der Kanzel, 2.OG, MW",apa03-2w1,Alcatel-Lucent -> OAW-AP324,2019-09-23 08:39:00,TUM,"Boltzmannstrasse 15, 85748 Garching",hall,5501,"('48.2652233617', '11.6702587028')","(48.265879, 11.67074)","('48.2652233617', '11.6702587028')"
"TUM, Geb. 5500 (Bauteil 1 ~5501), MaschinenwesenBoltzmannstrasse 1585748 Garching",1107M,apa04-1w1,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:39:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5501,"('48.2652233617', '11.6702587028')","(48.265879, 11.67074)","('48.2652233617', '11.6702587028')"
"TUM, Geb. 5500 (Bauteil 1 ~5501), MaschinenwesenBoltzmannstrasse 1585748 Garching",1111,apa08-1w1,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:39:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5501,"('48.2652233617', '11.6702587028')","(48.265879, 11.67074)","('48.2652233617', '11.6702587028')"
"TUM, Geb. 5500 (Bauteil 1 ~5501), MaschinenwesenBoltzmannstrasse 1585748 Garching","Raum MW 1105, 1.OG",apa06-1w1,Alcatel-Lucent -> OAW-AP135,2019-09-23 08:39:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5501,"('48.2652233617', '11.6702587028')","(48.265879, 11.67074)","('48.2652233617', '11.6702587028')"
"TUM, Geb. 5500 (Bauteil 1 ~5501), MaschinenwesenBoltzmannstrasse 1585748 Garching",2111,apa08-2w1,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:39:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5501,"('48.2652233617', '11.6702587028')","(48.265879, 11.67074)","('48.2652233617', '11.6702587028')"
"TUM, Geb. 5500 (Bauteil 1 ~5501), MaschinenwesenBoltzmannstrasse 1585748 Garching",1109,apa07-1w1,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:35:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5501,"('48.2652233617', '11.6702587028')","(48.265879, 11.67074)","('48.2652233617', '11.6702587028')"
"TUM, Geb. 5500 (Bauteil 1 ~5501), MaschinenwesenBoltzmannstrasse 1585748 Garching",3126,apa05-3w1,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:35:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5501,"('48.2652233617', '11.6702587028')","(48.265879, 11.67074)","('48.2652233617', '11.6702587028')"
"TUM, Geb. 5500 (Bauteil 1 ~5501), MaschinenwesenBoltzmannstrasse 1585748 Garching","3102, 3.OG, TUM Maschinenwesen",apa02-3w1,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:39:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5501,"('48.2652233617', '11.6702587028')","(48.265879, 11.67074)","('48.2652233617', '11.6702587028')"
"TUM, Geb. 5500 (Bauteil 1 ~5501), MaschinenwesenBoltzmannstrasse 1585748 Garching",2138M,apa01-2w1,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:35:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5501,"('48.2652233617', '11.6702587028')","(48.265879, 11.67074)","('48.2652233617', '11.6702587028')"
"TUM, Geb. 5500 (Bauteil 1 ~5501), MaschinenwesenBoltzmannstrasse 1585748 Garching",0164,apa09-0w1,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:39:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5501,"('48.2652233617', '11.6702587028')","(48.265879, 11.67074)","('48.2652233617', '11.6702587028')"
"TUM, Geb. 5500 (Bauteil 1 ~5501), MaschinenwesenBoltzmannstrasse 1585748 Garching",1150,apa09-1w1,Alcatel-Lucent -> OAW-AP325,2019-09-17 09:25:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5501,"('48.2652233617', '11.6702587028')","(48.265879, 11.67074)","('48.2652233617', '11.6702587028')"
"TUM, Geb. 5500 (Bauteil 1 ~5501), MaschinenwesenBoltzmannstrasse 1585748 Garching",2104,apa09-2w1,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:35:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5501,"('48.2652233617', '11.6702587028')","(48.265879, 11.67074)","('48.2652233617', '11.6702587028')"
"TUM, Geb. 5500 (Bauteil 1 ~5501), MaschinenwesenBoltzmannstrasse 1585748 Garching","2101, 2.OG, Maschinenwesen, TUM Garching",apa04-2w1,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:39:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5501,"('48.2652233617', '11.6702587028')","(48.265879, 11.67074)","('48.2652233617', '11.6702587028')"
"TUM, Geb. 5500 (Bauteil 1 ~5501), MaschinenwesenBoltzmannstrasse 1585748 Garching","3106, 3.OG, TUM Maschinenwesen",apa01-3w1,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:39:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5501,"('48.2652233617', '11.6702587028')","(48.265879, 11.67074)","('48.2652233617', '11.6702587028')"
"TUM, Geb. 5500 (Bauteil 1 ~5501), MaschinenwesenBoltzmannstrasse 1585748 Garching","Halle 0190 rechts, bei Werkstatt, EG, Bau 1, MW",apa04-0w1,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:35:00,TUM,"Boltzmannstrasse 15, 85748 Garching",hall,5501,"('48.2652233617', '11.6702587028')","(48.265879, 11.67074)","('48.2652233617', '11.6702587028')"
"TUM, Geb. 5500 (Bauteil 1 ~5501), MaschinenwesenBoltzmannstrasse 1585748 Garching","Halle 0190 links, bei SwitchRaum, EG, Bau 1, MW",apa03-0w1,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:35:00,TUM,"Boltzmannstrasse 15, 85748 Garching",hall,5501,"('48.2652233617', '11.6702587028')","(48.265879, 11.67074)","('48.2652233617', '11.6702587028')"
"TUM, Geb. 5500 (Bauteil 1 ~5501), MaschinenwesenBoltzmannstrasse 1585748 Garching",1127M,apa03-1w1,Alcatel-Lucent -> OAW-AP135,2019-09-23 08:39:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5501,"('48.2652233617', '11.6702587028')","(48.265879, 11.67074)","('48.2652233617', '11.6702587028')"
"TUM, Geb. 5500 (Bauteil 1 ~5501), MaschinenwesenBoltzmannstrasse 1585748 Garching","W1, UG, Hoersaal U150",apa01-kw1,Alcatel-Lucent -> OAW-AP325,2019-09-17 09:30:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5501,"('48.2652233617', '11.6702587028')","(48.265879, 11.67074)","('48.2652233617', '11.6702587028')"
"TUM, Geb. 5500 (Bauteil 1 ~5501), MaschinenwesenBoltzmannstrasse 1585748 Garching","MW1134, 1.OG, Maschinenwesen, TUM Garching",apa05-1w1,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:39:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5501,"('48.2652233617', '11.6702587028')","(48.265879, 11.67074)","('48.2652233617', '11.6702587028')"
"TUM, Geb. 5500 (Bauteil 1 ~5501), MaschinenwesenBoltzmannstrasse 1585748 Garching",1101 Internet-Treff,apa01-1w1,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:39:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5501,"('48.2652233617', '11.6702587028')","(48.265879, 11.67074)","('48.2652233617', '11.6702587028')"
"TUM, Geb. 5500 (Bauteil 1 ~5501), MaschinenwesenBoltzmannstrasse 1585748 Garching",2107,apa07-2w1,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:35:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5501,"('48.2652233617', '11.6702587028')","(48.265879, 11.67074)","('48.2652233617', '11.6702587028')"
"TUM, Geb. 5500 (Bauteil 1 ~5501), MaschinenwesenBoltzmannstrasse 1585748 Garching",0101 hinten im Raum,apa05-0w1,Alcatel-Lucent -> OAW-AP324,2019-09-23 08:39:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5501,"('48.2652233617', '11.6702587028')","(48.265879, 11.67074)","('48.2652233617', '11.6702587028')"
"TUM, Geb. 5500 (Bauteil 1 ~5501), MaschinenwesenBoltzmannstrasse 1585748 Garching",2150 (ehem. CIP-Raum),apa05-2w1,Alcatel-Lucent -> OAW-AP325,2019-09-17 09:30:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5501,"('48.2652233617', '11.6702587028')","(48.265879, 11.67074)","('48.2652233617', '11.6702587028')"
"TUM, Geb. 5500 (Bauteil 1 ~5501), MaschinenwesenBoltzmannstrasse 1585748 Garching",0106M,apa01-0w1,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:35:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5501,"('48.2652233617', '11.6702587028')","(48.265879, 11.67074)","('48.2652233617', '11.6702587028')"
"TUM, Geb. 5500 (Bauteil 1 ~5501), MaschinenwesenBoltzmannstrasse 1585748 Garching",0150,apa06-0w1,Alcatel-Lucent -> OAW-AP324,2019-09-23 08:35:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5501,"('48.2652233617', '11.6702587028')","(48.265879, 11.67074)","('48.2652233617', '11.6702587028')"
"TUM, Geb. 5500 (Bauteil 1 ~5501), MaschinenwesenBoltzmannstrasse 1585748 Garching",0108,apa07-0w1,Alcatel-Lucent -> OAW-AP215,2019-09-23 08:35:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5501,"('48.2652233617', '11.6702587028')","(48.265879, 11.67074)","('48.2652233617', '11.6702587028')"
"TUM, Geb. 5500 (Bauteil 1 ~5501), MaschinenwesenBoltzmannstrasse 1585748 Garching",0101,apa08-0w1,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:35:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5501,"('48.2652233617', '11.6702587028')","(48.265879, 11.67074)","('48.2652233617', '11.6702587028')"
"TUM, Geb. 5500 (Bauteil 1 ~5501), MaschinenwesenBoltzmannstrasse 1585748 Garching",3133,apa04-3w1,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:35:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5501,"('48.2652233617', '11.6702587028')","(48.265879, 11.67074)","('48.2652233617', '11.6702587028')"
"TUM, Geb. 5500 (Bauteil 1 ~5501), MaschinenwesenBoltzmannstrasse 1585748 Garching","W1, EG, Hoersaal 0150",apa02-0w1,Alcatel-Lucent -> OAW-AP325,2019-09-17 09:31:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5501,"('48.2652233617', '11.6702587028')","(48.265879, 11.67074)","('48.2652233617', '11.6702587028')"
"TUM, Geb. 5500 (Bauteil 1 ~5501), MaschinenwesenBoltzmannstrasse 1585748 Garching","Halle 0190, LÃ¼ftung links der Kanzel, 2.OG, MW",apa02-2w1,Alcatel-Lucent -> OAW-AP324,2019-09-23 08:35:00,TUM,"Boltzmannstrasse 15, 85748 Garching",hall,5501,"('48.2652233617', '11.6702587028')","(48.265879, 11.67074)","('48.2652233617', '11.6702587028')"
"TUM, Geb. 5500 (Bauteil 1 ~5501), MaschinenwesenBoltzmannstrasse 1585748 Garching",3141,apa03-3w1,Alcatel-Lucent -> OAW-AP325,2019-09-23 08:35:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5501,"('48.2652233617', '11.6702587028')","(48.265879, 11.67074)","('48.2652233617', '11.6702587028')"
"TUM, Geb. 5500 (Bauteil 8 ~5508), MaschinenwesenBoltzmannstrasse 1585748 Garching","HS 1801, 1.OG, MW, TUM Garching",apa05-1w8,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:49:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5508,"('48.2658215102', '11.6677797661')","(48.265879, 11.67074)","('48.2658215102', '11.6677797661')"
"TUM, Geb. 5500 (Bauteil 8 ~5508), MaschinenwesenBoltzmannstrasse 1585748 Garching","HS 1801, 1.OG, MW, TUM Garching",apa06-1w8,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:49:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5508,"('48.2658215102', '11.6677797661')","(48.265879, 11.67074)","('48.2658215102', '11.6677797661')"
"TUM, Geb. 5500 (Bauteil 8 ~5508), MaschinenwesenBoltzmannstrasse 1585748 Garching","HS 1801, 1.OG, MW, TUM Garching",apa04-1w8,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:49:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5508,"('48.2658215102', '11.6677797661')","(48.265879, 11.67074)","('48.2658215102', '11.6677797661')"
"TUM, Geb. 5500 (Bauteil 8 ~5508), MaschinenwesenBoltzmannstrasse 1585748 Garching","HS 1801, 1.OG, MW, TUM Garching",apa03-1w8,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:49:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5508,"('48.2658215102', '11.6677797661')","(48.265879, 11.67074)","('48.2658215102', '11.6677797661')"
"TUM, Geb. 5500 (Bauteil 8 ~5508), MaschinenwesenBoltzmannstrasse 1585748 Garching",Cafeteria,apa03-0w8,Alcatel-Lucent -> OAW-AP325,2019-09-17 09:25:00,TUM,"Boltzmannstrasse 15, 85748 Garching",cafeteria,5508,"('48.2658215102', '11.6677797661')","(48.265879, 11.67074)","('48.2658215102', '11.6677797661')"
"TUM, Geb. 5500 (Bauteil 8 ~5508), MaschinenwesenBoltzmannstrasse 1585748 Garching",0807,apa02-0w8,Alcatel-Lucent -> OAW-AP325,2019-09-17 09:30:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5508,"('48.2658215102', '11.6677797661')","(48.265879, 11.67074)","('48.2658215102', '11.6677797661')"
"TUM, Geb. 5500 (Bauteil 8 ~5508), MaschinenwesenBoltzmannstrasse 1585748 Garching",Freiflaeche West,apa07-1w8,Alcatel-Lucent -> OAW-AP275,2019-09-17 09:30:00,TUM,"Boltzmannstrasse 15, 85748 Garching",office,5508,"('48.2658215102', '11.6677797661')","(48.265879, 11.67074)","('48.2658215102', '11.6677797661')"
"TUM, Geb. 4304, PflanzenbauLange Point 5185354 Freising",OG 11,apa01-1pm,Alcatel-Lucent -> OAW-AP325,2019-09-25 12:49:00,TUM,"Lange Point 51, 85354 Freising",office,4304,"('48.4033800009', '11.7251482116')","(48.40396, 11.72347)","('48.4033800009', '11.7251482116')"
"TUM, Geb. 4304, PflanzenbauLange Point 5185354 Freising",11,apa02-0pm,Alcatel-Lucent -> OAW-AP325,2019-04-09 08:06:00,TUM,"Lange Point 51, 85354 Freising",office,4304,"('48.4033800009', '11.7251482116')","(48.40396, 11.72347)","('48.4033800009', '11.7251482116')"
"TUM, Geb. 4304, PflanzenbauLange Point 5185354 Freising",DG 2,apa02-2pm,Alcatel-Lucent -> OAW-AP325,2019-04-09 08:05:00,TUM,"Lange Point 51, 85354 Freising",office,4304,"('48.4033800009', '11.7251482116')","(48.40396, 11.72347)","('48.4033800009', '11.7251482116')"
"TUM, Geb. 4304, PflanzenbauLange Point 5185354 Freising",06,apa01-0pm,Alcatel-Lucent -> OAW-AP325,2019-04-09 08:05:00,TUM,"Lange Point 51, 85354 Freising",office,4304,"('48.4033800009', '11.7251482116')","(48.40396, 11.72347)","('48.4033800009', '11.7251482116')"
"TUM, Geb. 4304, PflanzenbauLange Point 5185354 Freising",DG 1,apa01-2pm,Alcatel-Lucent -> OAW-AP325,2019-09-17 09:09:00,TUM,"Lange Point 51, 85354 Freising",office,4304,"('48.4033800009', '11.7251482116')","(48.40396, 11.72347)","('48.4033800009', '11.7251482116')"
"TUM/HSWT Weihenstephan, Geb. 4281, Zentrum für Naturwissenschaftliche Grundlagen, Geb. D1Am Staudengarten 185354 Freising",1.OG,apa05-1qw,Alcatel-Lucent -> OAW-AP325,2019-04-09 07:53:00,TUM,"Am Staudengarten 1, 85354 Freising",office,4281,"('-', '-')","(48.401009, 11.733075)","(48.401009, 11.733075)"
"TUM/HSWT Weihenstephan, Geb. 4281, Zentrum für Naturwissenschaftliche Grundlagen, Geb. D1Am Staudengarten 185354 Freising",EG,apa10-0qw,Alcatel-Lucent -> OAW-AP325,2019-04-09 07:53:00,TUM,"Am Staudengarten 1, 85354 Freising",office,4281,"('-', '-')","(48.401009, 11.733075)","(48.401009, 11.733075)"
"TUM/HSWT Weihenstephan, Geb. 4281, Zentrum für Naturwissenschaftliche Grundlagen, Geb. D1Am Staudengarten 185354 Freising",1.OG,apa09-1qw,Alcatel-Lucent -> OAW-AP325,2019-04-09 07:53:00,TUM,"Am Staudengarten 1, 85354 Freising",office,4281,"('-', '-')","(48.401009, 11.733075)","(48.401009, 11.733075)"
"TUM/HSWT Weihenstephan, Geb. 4281, Zentrum für Naturwissenschaftliche Grundlagen, Geb. D1Am Staudengarten 185354 Freising",EG,apa17-0qw,Alcatel-Lucent -> OAW-AP325,2019-04-09 07:45:00,TUM,"Am Staudengarten 1, 85354 Freising",office,4281,"('-', '-')","(48.401009, 11.733075)","(48.401009, 11.733075)"
"TUM/HSWT Weihenstephan, Geb. 4281, Zentrum für Naturwissenschaftliche Grundlagen, Geb. D1Am Staudengarten 185354 Freising",1.OG,apa18-1qw,Alcatel-Lucent -> OAW-AP325,2019-04-09 07:53:00,TUM,"Am Staudengarten 1, 85354 Freising",office,4281,"('-', '-')","(48.401009, 11.733075)","(48.401009, 11.733075)"
"TUM/HSWT Weihenstephan, Geb. 4281, Zentrum für Naturwissenschaftliche Grundlagen, Geb. D1Am Staudengarten 185354 Freising",2.OG,apa09-2qw,Alcatel-Lucent -> OAW-AP325,2019-04-09 07:53:00,TUM,"Am Staudengarten 1, 85354 Freising",office,4281,"('-', '-')","(48.401009, 11.733075)","(48.401009, 11.733075)"
"TUM/HSWT Weihenstephan, Geb. 4281, Zentrum für Naturwissenschaftliche Grundlagen, Geb. D1Am Staudengarten 185354 Freising",1.OG,apa17-1qw,Alcatel-Lucent -> OAW-AP325,2019-04-09 07:53:00,TUM,"Am Staudengarten 1, 85354 Freising",office,4281,"('-', '-')","(48.401009, 11.733075)","(48.401009, 11.733075)"
"TUM/HSWT Weihenstephan, Geb. 4281, Zentrum für Naturwissenschaftliche Grundlagen, Geb. D1Am Staudengarten 185354 Freising",EG,apa06-0qw,Alcatel-Lucent -> OAW-AP325,2019-04-09 07:53:00,TUM,"Am Staudengarten 1, 85354 Freising",office,4281,"('-', '-')","(48.401009, 11.733075)","(48.401009, 11.733075)"
"TUM/HSWT Weihenstephan, Geb. 4281, Zentrum für Naturwissenschaftliche Grundlagen, Geb. D1Am Staudengarten 185354 Freising",D1.221 EG,apa19-0qw,Alcatel-Lucent -> OAW-AP325,2019-04-09 07:53:00,TUM,"Am Staudengarten 1, 85354 Freising",office,4281,"('-', '-')","(48.401009, 11.733075)","(48.401009, 11.733075)"
